2024-08-28 02:08:39,576 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-08-28 02:08:39,666 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-08-28 02:08:39,676 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-08-28 02:08:39,679 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-08-28 02:08:39,686 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-08-28 02:08:39,691 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-08-28 02:08:39,691 INFO  SwAddin.cs: 201 - Setting up command manager
2024-08-28 02:08:39,694 INFO  SwAddin.cs: 204 - Adding command manager
2024-08-28 02:08:39,696 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-08-28 02:08:39,696 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-08-28 02:08:39,696 INFO  SwAddin.cs: 210 - Adding event handlers
2024-08-28 02:08:39,711 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-08-28 02:26:43,349 INFO  SwAddin.cs: 294 - Assembly export called for file MoblieRobor.sldasm
2024-08-28 02:26:43,360 INFO  SwAddin.cs: 299 - Save is required
2024-08-28 02:26:43,360 INFO  SwAddin.cs: 313 - Saving assembly
2024-08-28 02:26:43,363 INFO  SwAddin.cs: 316 - Opening property manager
2024-08-28 02:26:43,429 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MoblieRobor.sldasm
2024-08-28 02:26:43,448 INFO  ExportHelperExtension.cs: 1136 - Found 51 in MoblieRobor.sldasm
2024-08-28 02:26:43,448 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in MoblieRobor.sldasm
2024-08-28 02:26:43,448 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-08-28 02:26:43,448 INFO  ExportHelperExtension.cs: 1160 - 15 components to check
2024-08-28 02:26:43,456 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem_gripper-1
2024-08-28 02:26:43,456 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem_gripper-1
2024-08-28 02:26:43,456 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem_gripper-1
2024-08-28 02:26:43,456 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DCmotor-2
2024-08-28 02:26:43,456 INFO  ExportHelperExtension.cs: 1136 - Found 21 in DCmotor-2
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DCmotor-2
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor shaft-4
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1136 - Found 17 in motor shaft-4
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor shaft-4
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor shaft-1
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1136 - Found 17 in motor shaft-1
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor shaft-1
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DCmotor-3
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1136 - Found 21 in DCmotor-3
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DCmotor-3
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor shaft-2
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1136 - Found 17 in motor shaft-2
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor shaft-2
2024-08-28 02:26:43,459 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DCmotor-4
2024-08-28 02:26:43,472 INFO  ExportHelperExtension.cs: 1136 - Found 21 in DCmotor-4
2024-08-28 02:26:43,472 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DCmotor-4
2024-08-28 02:26:43,472 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor shaft-3
2024-08-28 02:26:43,479 INFO  ExportHelperExtension.cs: 1136 - Found 17 in motor shaft-3
